http://www.wolfspur.com;Einzelhandel;{'Apache', 'DataTables', 'jQuery', 'Font Awesome', 'Google Tag Manager'}
http://www.kogler-wolle.at;Einzelhandel;{'Apache'}
https://awest.at;Einzelhandel;{'Cart Functionality', 'Nginx'}
http://www.christmas-easter-store.at;Einzelhandel;{'TrackJs'}
http://www.eb-kantteile.at;Einzelhandel;{'Apache'}
http://www.wuerzenmitstyle.at;Einzelhandel;{'Apache', 'MooTools'}
http://www.globesystems.net;Einzelhandel;{'Nginx', 'WordPress', 'Revslider', 'jQuery Migrate', 'PHP', 'jQuery', 'FancyBox', 'Font Awesome', 'Lightbox', 'MySQL', 'Underscore.js', 'Google Tag Manager'}
http://www.meinhandyshop.at;Einzelhandel;{'Cart Functionality', 'Microsoft Word', 'Google Tag Manager'}
http://www.hemptheke.at;Einzelhandel;{'Nginx', 'Cart Functionality', 'Shopware', 'PHP', 'Symfony', 'jQuery', 'Stimulus', 'MySQL'}
http://www.imkereibedarf-plank.at;Einzelhandel;{'Apache', 'jQuery'}
http://www.krumme-gurken.com;Einzelhandel;{'Cart Functionality', 'Shopify', 'Cloudflare'}
http://www.manus-früchteküche.com;Einzelhandel;{'WooCommerce', 'WordPress', 'Apache', 'scrollreveal', 'PHP', 'MySQL', 'Bootstrap', 'Yoast SEO', 'jQuery', 'Font Awesome', 'Google Font API'}
http://www.osttiroler-bienenladen.at;Einzelhandel;{'jQuery Migrate', 'Apache', 'Osano', 'Bootstrap', 'jQuery', 'Google Plus', 'Font Awesome', 'Google Font API', 'Slick'}
http://www.shoppingtipps.at;Einzelhandel;{'Windows Server', 'Microsoft ASP.NET', 'Google Font API', 'IIS'}
http://www.sportmayr.at;Einzelhandel;{'Nginx', 'Google Tag Manager'}
http://www.sticky-leaves.at;Einzelhandel;{'EPages', 'Cart Functionality', 'Apache', 'Pure CSS', 'Zipkin'}
http://www.strasser-markt.at;Einzelhandel;{'Nginx', 'WordPress', 'jQuery Migrate', 'PHP', 'Yoast SEO', 'jQuery', 'Font Awesome', 'MySQL', 'Underscore.js'}
http://www.briefmarken-westermayr.at;Einzelhandel;{'jQuery', 'WordPress', 'Apache', 'PHP', 'MySQL'}
http://www.fliesenstadt.at;Einzelhandel;{'Vue.js', 'Apache', 'PHP', 'reCAPTCHA', 'Element UI', 'UIKit', 'Leaflet', 'Joomla', 'Font Awesome', 'jsDelivr'}
http://www.ekonorm.at;Einzelhandel;{'Apache', 'Font Awesome', 'Prototype', 'jQuery'}
http://www.huber-tools.at;Einzelhandel;{'Apache'}
http://www.imdelectronics.at;Einzelhandel;{'WooCommerce', 'WordPress', 'jQuery Migrate', 'Apache', 'reCAPTCHA', 'PHP', 'MySQL', 'jQuery', 'Google Font API'}
http://www.juweliertschikof.com;Einzelhandel;{'Nginx', 'Osano', 'PHP', 'Bootstrap', 'jQuery', 'Modernizr'}
http://www.kleinerfeinerladen-frohnleiten.at;Einzelhandel;{'Apache', 'jQuery'}
http://www.lalelu-spielwaren.at;Einzelhandel;{'Glyphicons', 'Apache', 'PHP', 'Bootstrap', 'jQuery', 'TYPO3 CMS', 'Font Awesome'}
http://www.md-consulting.market;Einzelhandel;{'Apache'}
